path,license_expression,copyright,evidence
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0249_cafe-table2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0250_bar-table3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0251_tavern-table4.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0252_tavern-table5.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0253_tavern-bench1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0254_tavern-stool1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0255_tavern-chair1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0256_tavern-chair2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0257_wall-torch1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0258_wall-torch2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0260_candle-basic.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0261_cafe-chair3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0262_cafe-stool2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0263_bar-stool3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0264_vending-machine1-empty.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0266_bottle1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0267_chips.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0268_instant-noodles.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0272_sequrity-camera.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0273_sequrity-camera-holder.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0274_payphone.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0275_backpack1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0276_fire-hydrant.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0277_pointer1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0278_pointer2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0282_bulletin-board.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0283_sign1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0285_oar.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0286_boat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0288_canister.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0290_mandolin.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0291_gamepad.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0292_bottle2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0294_gramophone.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0295_closet1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0296_closet2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0297_closet3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0298_closet4.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0299_closet5.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0300_basic-arch1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0301_stone-arch2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0302_basic-arch3-door.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0303_stone-arch4-door.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0304_basic-arch1-big.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0305_stone-arch2-big.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0306_basic-arch3-door-big.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0307_stone-arch4-door-big.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0311_picture-frame1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0312_picture-frame2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0313_stone-bridge1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0314_wooden-bridge2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0315_wooden-bridge3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0317_wooden-bridge4.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
