path,license_expression,copyright,evidence
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0325_trash-can1-closed.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0326_trash-can2-opened.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0327_chest1-closed.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0328_chest2-opened.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0329_telescope.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0330_telescope-stand.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0331_basic-fireplace1.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0008_baseball-bat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0009_kunai.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0010_katana.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0012_scythe.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0016_barrel.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0017_cauldron.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0022_old-helmet.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0024_kama.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0025_chain.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0026_small-table.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0027_short-couch.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0028_pillow.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0029_revolver.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0030_ak47.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0033_bs1-tishina.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0035_crossbow.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0043_grenade-launcher-m20.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0044_m16.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0048_mini-uzi.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0058_sniper-with-knife.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0061_fantasy-sword-1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0063_fantasy-sword-3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0064_fantasy-sword-4.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0066_fantasy-sword-6.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0068_greek-sword.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0072_sabre.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0075_glass.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0079_open-book.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0080_half-open-book.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0081_microphone.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0083_skateboard.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0084_headphones.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0085_acoustic-guitar.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0089_fairy-wand.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0092_angel-halo.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0093_crystal-ball.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0094_witch-hat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0095_witch-broom.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0096_witch-wand.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0097_glasses.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0111_magician-wand.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0114_wizard-staff-2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0125_knife.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0126_bowl.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0131_gift.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0132_candle.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0134_party-hat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0136_dining-table.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0138_ak47.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0139_chair.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0142_kama.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0143_dagger.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0144_katana.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0147_sabre.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0149_kunai.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0154_scythe.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0156_medieval-shield.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0160_barrel.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0163_greek-sword.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0165_cauldron.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0168_axe.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0170_pillow.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0171_small-table.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0172_book.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0174_spear.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0178_crossbow.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0179_rock.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0183_pirate-hat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0185_couch.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0186_cowboy-hat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0187_awp-sniper.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0188_ak74u.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0189_desert-eagle.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0190_dragunov-sniper.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0191_mustang-gt-low-poly.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0192_fantasy-sword-1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0193_fantasy-sword-2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0194_fantasy-sword-3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0195_fantasy-sword-4.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0196_fantasy-sword-5.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0197_fantasy-sword-6.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0199_old-helmet.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0200_chain.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0201_revolver.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0202_bs1-tishina.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0204_glock-18.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0205_mini-uzi.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0206_mp5.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0207_rocket-launcher.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0210_baseball-bat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0211_sai.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0215_small-table.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0216_ak47.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0218_metal-bat.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0220_pistol.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0222_sheath.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0223_m16.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0224_m3-shotgun.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0228_sniper.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0230_sniper-with-knife.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0231_short-couch.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0232_pillow.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0233_greek-sword.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0234_katana-2.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0235_katana-3.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0236_pirate-sword.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0237_sabre.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0238_camera.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0239_paper.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0240_pencil.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0241_lighter.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0243_cigarette.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0244_helmet.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0245_walking-stick.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0247_lantern.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/thumbnails/0248_cafe-table1.png,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
